learning_id,class,identity,label,model,module,evidence_pointer,criticality,detail,research_status,register_coverage,open_question,material_delta
LI-INV-FIELD-0521,FIELD,quality.check.wizard.measure_on,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:33,STANDARD,"{""type"": ""Selection"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.measure_on'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0522,FIELD,quality.check.wizard.name,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:24,STANDARD,"{""type"": ""Char"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.name'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0523,FIELD,quality.check.wizard.nb_checks,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:16,STANDARD,"{""type"": ""Integer"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_nb_checks'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0524,FIELD,quality.check.wizard.norm_unit,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:36,STANDARD,"{""type"": ""Char"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.norm_unit'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0525,FIELD,quality.check.wizard.note,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:38,STANDARD,"{""type"": ""Html"", ""required"": null, ""readonly"": ""False"", ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.note'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0526,FIELD,quality.check.wizard.picture,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:37,STANDARD,"{""type"": ""Binary"", ""required"": null, ""readonly"": ""False"", ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.picture'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0527,FIELD,quality.check.wizard.position_current_check,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:17,STANDARD,"{""type"": ""Integer"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_position'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0528,FIELD,quality.check.wizard.potential_failure_location_ids,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:23,STANDARD,"{""type"": ""Many2many"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.point_id.failure_location_ids'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0529,FIELD,quality.check.wizard.product_id,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:26,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.product_id'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0530,FIELD,quality.check.wizard.product_tracking,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:46,STANDARD,"{""type"": ""Selection"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.product_tracking'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0531,FIELD,quality.check.wizard.qty_failed,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:20,STANDARD,"{""type"": ""Float"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0532,FIELD,quality.check.wizard.qty_line,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:29,STANDARD,"{""type"": ""Float"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.qty_line'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0533,FIELD,quality.check.wizard.qty_tested,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:31,STANDARD,"{""type"": ""Float"", ""required"": null, ""readonly"": ""False"", ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.qty_tested'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0534,FIELD,quality.check.wizard.qty_to_test,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:30,STANDARD,"{""type"": ""Float"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.qty_to_test'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0535,FIELD,quality.check.wizard.quality_state,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:34,STANDARD,"{""type"": ""Selection"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.quality_state'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0536,FIELD,quality.check.wizard.show_lot_text,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:45,STANDARD,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.show_lot_text'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0537,FIELD,quality.check.wizard.test_type,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:35,STANDARD,"{""type"": ""Char"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.test_type'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0538,FIELD,quality.check.wizard.testing_percentage_within_lot,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:41,STANDARD,"{""type"": ""Float"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.testing_percentage_within_lot'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0539,FIELD,quality.check.wizard.title,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:25,STANDARD,"{""type"": ""Char"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.title'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0540,FIELD,quality.check.wizard.uom_id,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:42,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.uom_id'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0541,FIELD,quality.check.wizard.warning_message,,quality.check.wizard,quality_control,quality_control/wizard/quality_check_wizard.py:43,STANDARD,"{""type"": ""Text"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.warning_message'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0542,FIELD,quality.check.wizard.worksheet_template_id,,quality.check.wizard,quality_control_worksheet,quality_control_worksheet/wizard/quality_check_wizard.py:10,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'current_check_id.worksheet_template_id'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0543,FIELD,repair.order.allowed_lot_ids,,repair.order,repair,repair/models/repair.py:186,STANDARD,"{""type"": ""One2many"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_allowed_lot_ids'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0544,FIELD,repair.order.allowed_uom_ids,,repair.order,repair,repair/models/repair.py:91,STANDARD,"{""type"": ""Many2many"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_allowed_uom_ids'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0545,FIELD,repair.order.company_id,,repair.order,repair,repair/models/repair.py:38,STANDARD,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0546,FIELD,repair.order.has_uncomplete_moves,,repair.order,repair,repair/models/repair.py:188,STANDARD,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_has_uncomplete_moves'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0547,FIELD,repair.order.internal_notes,,repair.order,repair,repair/models/repair.py:62,STANDARD,"{""type"": ""Html"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0548,FIELD,repair.order.is_parts_available,,repair.order,repair,repair/models/repair.py:160,STANDARD,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_availability_boolean'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0549,FIELD,repair.order.is_parts_late,,repair.order,repair,repair/models/repair.py:163,STANDARD,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_availability_boolean'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0550,FIELD,repair.order.l10n_din5008_printing_date,,repair.order,l10n_din5008_repair,l10n_din5008_repair/models/repair.py:7,STANDARD,"{""type"": ""Date"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": ""False"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0551,FIELD,repair.order.location_dest_id,,repair.order,repair,repair/models/repair.py:130,STANDARD,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": ""'picking_type_id.default_location_dest_id'"", ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0552,FIELD,repair.order.location_id,,repair.order,repair,repair/models/repair.py:112,STANDARD,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": ""False"", ""groups"": null, ""compute"": ""'_compute_location_id'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0553,FIELD,repair.order.lot_id,,repair.order,repair,repair/models/repair.py:95,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'compute_lot_id'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0554,FIELD,repair.order.move_id,,repair.order,repair,repair/models/repair.py:81,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": ""True"", ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0555,FIELD,repair.order.move_ids,,repair.order,repair,repair/models/repair.py:150,STANDARD,"{""type"": ""One2many"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0556,FIELD,repair.order.name,,repair.order,repair,repair/models/repair.py:33,STANDARD,"{""type"": ""Char"", ""required"": ""True"", ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0557,FIELD,repair.order.partner_id,,repair.order,repair,repair/models/repair.py:55,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""False"", ""groups"": null, ""compute"": ""'_compute_partner_id'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0558,FIELD,repair.order.parts_availability,'Component Status',repair.order,repair,repair/models/repair.py:153,STANDARD,"{""type"": ""Char"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_parts_availability'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0559,FIELD,repair.order.parts_availability_state,,repair.order,repair,repair/models/repair.py:156,STANDARD,"{""type"": ""Selection"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_parts_availability'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0560,FIELD,repair.order.parts_location_id,,repair.order,repair,repair/models/repair.py:136,STANDARD,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": ""'picking_type_id.default_remove_location_dest_id'"", ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0561,FIELD,repair.order.picking_id,,repair.order,repair,repair/models/repair.py:180,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0562,FIELD,repair.order.picking_product_id,,repair.order,repair,repair/models/repair.py:185,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'picking_id.product_id'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0563,FIELD,repair.order.picking_product_ids,,repair.order,repair,repair/models/repair.py:184,STANDARD,"{""type"": ""One2many"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_picking_product_ids'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0564,FIELD,repair.order.picking_type_id,,repair.order,repair,repair/models/repair.py:103,STANDARD,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": ""False"", ""groups"": null, ""compute"": ""'_compute_picking_type_id'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0565,FIELD,repair.order.picking_type_visible,,repair.order,repair,repair/models/repair.py:195,STANDARD,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_picking_type_visible'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0566,FIELD,repair.order.priority,'Priority',repair.order,repair,repair/models/repair.py:54,STANDARD,"{""type"": ""Selection"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0567,FIELD,repair.order.product_id,'Product to Repair',repair.order,repair,repair/models/repair.py:84,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0568,FIELD,repair.order.product_location_dest_id,,repair.order,repair,repair/models/repair.py:124,STANDARD,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": ""False"", ""groups"": null, ""compute"": ""'_compute_product_location_dest_id'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0569,FIELD,repair.order.product_location_src_id,,repair.order,repair,repair/models/repair.py:118,STANDARD,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": ""False"", ""groups"": null, ""compute"": ""'_compute_product_location_src_id'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0570,FIELD,repair.order.product_qty,,repair.order,repair,repair/models/repair.py:88,STANDARD,"{""type"": ""Float"", ""required"": null, ""readonly"": ""False"", ""groups"": null, ""compute"": ""'_compute_product_qty'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0571,FIELD,repair.order.product_uom,,repair.order,repair,repair/models/repair.py:92,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""False"", ""groups"": null, ""compute"": ""'compute_product_uom'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0572,FIELD,repair.order.production_count,,repair.order,mrp_repair,mrp_repair/models/repair.py:9,STANDARD,"{""type"": ""Integer"", ""required"": null, ""readonly"": null, ""groups"": ""'mrp.group_mrp_user'"", ""compute"": ""'_compute_production_count'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0573,FIELD,repair.order.purchase_count,'Count of generated POs',repair.order,purchase_repair,purchase_repair/models/repair_order.py:8,STANDARD,"{""type"": ""Integer"", ""required"": null, ""readonly"": null, ""groups"": ""'purchase.group_purchase_user'"", ""compute"": ""'_compute_purchase_count'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0574,FIELD,repair.order.quality_alert_count,,repair.order,quality_repair,quality_repair/models/repair.py:16,STANDARD,"{""type"": ""Integer"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_quality_alert_count'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0575,FIELD,repair.order.quality_alert_ids,'Alerts',repair.order,quality_repair,quality_repair/models/repair.py:15,STANDARD,"{""type"": ""One2many"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0576,FIELD,repair.order.quality_check_fail,,repair.order,quality_repair,quality_repair/models/repair.py:14,STANDARD,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_quality_check_counts'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0577,FIELD,repair.order.quality_check_ids,'Checks',repair.order,quality_repair,quality_repair/models/repair.py:12,STANDARD,"{""type"": ""One2many"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0578,FIELD,repair.order.quality_check_todo,,repair.order,quality_repair,quality_repair/models/repair.py:13,STANDARD,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_quality_check_counts'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0579,FIELD,repair.order.recycle_location_id,,repair.order,repair,repair/models/repair.py:142,STANDARD,"{""type"": ""Many2one"", ""required"": ""True"", ""readonly"": ""False"", ""groups"": null, ""compute"": ""'_compute_recycle_location_id'"", ""related"": null, ""store"": ""True"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0580,FIELD,repair.order.reference_ids,'References',repair.order,repair,repair/models/repair.py:109,STANDARD,"{""type"": ""Many2many"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0581,FIELD,repair.order.repair_properties,,repair.order,repair,repair/models/repair.py:78,STANDARD,"{""type"": ""Properties"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0582,FIELD,repair.order.repair_request,'Repair Request',repair.order,repair,repair/models/repair.py:174,STANDARD,"{""type"": ""Text"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": ""'sale_order_line_id.name'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0583,FIELD,repair.order.reserve_visible,,repair.order,repair,repair/models/repair.py:192,STANDARD,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_unreserve_visible'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0584,FIELD,repair.order.sale_order_id,,repair.order,repair,repair/models/repair.py:168,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0585,FIELD,repair.order.sale_order_line_id,,repair.order,repair,repair/models/repair.py:171,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0586,FIELD,repair.order.schedule_date,,repair.order,repair,repair/models/repair.py:67,STANDARD,"{""type"": ""Datetime"", ""required"": ""True"", ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0587,FIELD,repair.order.search_date_category,'Date Category',repair.order,repair,repair/models/repair.py:68,STANDARD,"{""type"": ""Selection"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": ""False"", ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0588,FIELD,repair.order.state,'Status',repair.order,repair,repair/models/repair.py:42,STANDARD,"{""type"": ""Selection"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": ""True"", ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0589,FIELD,repair.order.tag_ids,'Tags',repair.order,repair,repair/models/repair.py:63,STANDARD,"{""type"": ""Many2many"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0590,FIELD,repair.order.ticket_id,,repair.order,helpdesk_repair,helpdesk_repair/models/repair.py:10,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0591,FIELD,repair.order.tracking,'Product Tracking',repair.order,repair,repair/models/repair.py:100,STANDARD,"{""type"": ""Selection"", ""required"": null, ""readonly"": ""False"", ""groups"": null, ""compute"": null, ""related"": ""'product_id.tracking'"", ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0592,FIELD,repair.order.under_warranty,,repair.order,repair,repair/models/repair.py:64,STANDARD,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0593,FIELD,repair.order.unreserve_visible,,repair.order,repair,repair/models/repair.py:189,STANDARD,"{""type"": ""Boolean"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": ""'_compute_unreserve_visible'"", ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0594,FIELD,repair.order.user_id,'Responsible',repair.order,repair,repair/models/repair.py:59,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": null, ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0595,FIELD,report.stock.quantity.company_id,,report.stock.quantity,stock,stock/report/report_stock_quantity.py:30,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0596,FIELD,report.stock.quantity.date,'Date',report.stock.quantity,stock,stock/report/report_stock_quantity.py:21,STANDARD,"{""type"": ""Date"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0597,FIELD,report.stock.quantity.product_id,'Product',report.stock.quantity,stock,stock/report/report_stock_quantity.py:23,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0598,FIELD,report.stock.quantity.product_qty,'Quantity',report.stock.quantity,stock,stock/report/report_stock_quantity.py:29,STANDARD,"{""type"": ""Float"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
LI-INV-FIELD-0599,FIELD,report.stock.quantity.product_tmpl_id,,report.stock.quantity,stock,stock/report/report_stock_quantity.py:22,STANDARD,"{""type"": ""Many2one"", ""required"": null, ""readonly"": ""True"", ""groups"": null, ""compute"": null, ""related"": null, ""store"": null, ""tracking"": null, ""company_dependent"": null, ""selection"": null}",DISCOVERED,,,
